medicine_id,generic_name,brand_name,drug_class,dosage_form,strength_mg,common_use,manufacturer,price_inr,requires_prescription
MED00206,Loperamide,Loperamide DS-ZYD,Antidiarrheal,Eye Drops,N/A,Diarrhea,Zydus Cadila,2480.55,True
MED00207,Oral Rehydration Salts,Oral-MAN,Electrolyte Replacement,Syrup,250,Dehydration,Mankind Pharma,963.05,True
MED00208,Diazepam,Diazepam XR-TOR,Benzodiazepine,Inhaler,N/A,Anxiety and seizures,Torrent Pharma,139.57,False
MED00209,Sertraline,Sertraline-Plus-ALK,SSRI Antidepressant,Cream,N/A,Depression and anxiety,Alkem Labs,2136.69,True
MED00210,Fluoxetine,Fluoxetine-GLE,SSRI Antidepressant,Inhaler,N/A,Depression,Glenmark,357.62,True
MED00211,Escitalopram,Escitalopram-SUN,SSRI Antidepressant,Cream,N/A,Anxiety and depression,Sun Pharma,2204.16,True
MED00212,Risperidone,Risperidone-Forte-CIP,Antipsychotic,Tablet,500,Schizophrenia and bipolar disorder,Cipla,921.64,True
MED00213,Sodium Valproate,Sodium-DR.,Anticonvulsant,Inhaler,N/A,Epilepsy and bipolar disorder,Dr. Reddy's,537.11,True
MED00214,Levetiracetam,Levetiracetam-LUP,Anticonvulsant,Tablet,10,Epilepsy,Lupin,1370.07,True
MED00215,Gabapentin,Gabapentin-AUR,Anticonvulsant/Analgesic,Tablet,25,Nerve pain and seizures,Aurobindo Pharma,839.72,True
MED00216,Warfarin,Warfarin-Plus-ZYD,Anticoagulant,Cream,N/A,Blood clot prevention,Zydus Cadila,1719.77,True
MED00217,Clopidogrel,Clopidogrel-MAN,Antiplatelet,Cream,N/A,Stroke and heart attack prevention,Mankind Pharma,2245.35,False
MED00218,Furosemide,Furosemide-Forte-TOR,Diuretic,Inhaler,N/A,Fluid retention and heart failure,Torrent Pharma,1234.49,True
MED00219,Hydrochlorothiazide,Hydrochlorothiazide-ALK,Diuretic,Eye Drops,N/A,High blood pressure,Alkem Labs,1112.87,True
MED00220,Spironolactone,Spironolactone-GLE,Diuretic,Injection,125,Heart failure and fluid retention,Glenmark,347.42,True
MED00221,Diclofenac,Diclofenac-SUN,NSAID,Eye Drops,N/A,Pain and inflammation,Sun Pharma,897.74,False
MED00222,Tramadol,Tramadol DS-CIP,Opioid Analgesic,Powder,100,Moderate to severe pain,Cipla,1556.53,True
MED00223,Morphine,Morphine-DR.,Opioid Analgesic,Cream,N/A,Severe pain,Dr. Reddy's,73.18,True
MED00224,Methotrexate,Methotrexate DS-LUP,Antimetabolite/DMARD,Tablet,500,Rheumatoid arthritis and cancer,Lupin,540.2,True
MED00225,Hydroxychloroquine,Hydroxychloroquine-Forte-AUR,Antimalarial/DMARD,Injection,250,Lupus and rheumatoid arthritis,Aurobindo Pharma,452.21,True
MED00226,Allopurinol,Allopurinol XR-ZYD,Antigout,Syrup,50,Gout management,Zydus Cadila,1088.78,True
MED00227,Calcium Carbonate,Calcium-MAN,Mineral Supplement,Powder,25,Calcium deficiency,Mankind Pharma,75.66,True
MED00228,Ferrous Sulfate,Ferrous DS-TOR,Iron Supplement,Powder,500,Iron deficiency anemia,Torrent Pharma,32.39,False
MED00229,Folic Acid,Folic-Forte-ALK,Vitamin Supplement,Inhaler,N/A,Anemia and pregnancy,Alkem Labs,1572.9,True
MED00230,Vitamin D3,Vitamin XR-GLE,Vitamin Supplement,Cream,N/A,Vitamin D deficiency,Glenmark,667.94,True
MED00231,Vitamin B12,Vitamin-Plus-SUN,Vitamin Supplement,Syrup,500,B12 deficiency,Sun Pharma,1056.62,True
MED00232,Multivitamin,Multivitamin-CIP,Vitamin Supplement,Syrup,100,General nutritional support,Cipla,2352.45,True
MED00233,Clotrimazole,Clotrimazole-Plus-DR.,Antifungal (Topical),Cream,N/A,Skin fungal infections,Dr. Reddy's,218.49,False
MED00234,Hydrocortisone Cream,Hydrocortisone-LUP,Corticosteroid (Topical),Inhaler,N/A,Skin inflammation,Lupin,2188.39,False
MED00235,Benzoyl Peroxide,Benzoyl-AUR,Topical Antiacne,Ointment,N/A,Acne treatment,Aurobindo Pharma,1207.96,True
MED00236,Salicylic Acid,Salicylic-ZYD,Keratolytic,Powder,250,Acne and skin conditions,Zydus Cadila,514.79,True
MED00237,Latanoprost,Latanoprost-Plus-MAN,Antiglaucoma,Capsule,125,Glaucoma,Mankind Pharma,109.99,True
MED00238,Timolol Eye Drops,Timolol-Forte-TOR,Antiglaucoma,Syrup,250,Glaucoma,Torrent Pharma,1041.49,False
MED00239,Artificial Tears,Artificial-Plus-ALK,Ocular Lubricant,Inhaler,N/A,Dry eyes,Alkem Labs,312.73,True
MED00240,Chlorpheniramine,Chlorpheniramine-Plus-GLE,Antihistamine,Powder,5,Allergy and cold symptoms,Glenmark,1675.26,True
MED00241,Dextromethorphan,Dextromethorphan XR-SUN,Antitussive,Tablet,650,Cough suppression,Sun Pharma,1181.97,True
MED00242,Guaifenesin,Guaifenesin-Forte-CIP,Expectorant,Injection,250,Chest congestion,Cipla,163.33,True
MED00243,Pantoprazole,Pantoprazole DS-DR.,Proton Pump Inhibitor,Tablet,25,Acid reflux and ulcers,Dr. Reddy's,1822.19,True
MED00244,Rabeprazole,Rabeprazole DS-LUP,Proton Pump Inhibitor,Inhaler,N/A,Acid reflux,Lupin,1891.71,False
MED00245,Simvastatin,Simvastatin-AUR,Statin,Ointment,N/A,Cholesterol management,Aurobindo Pharma,176.18,False
MED00246,Rosuvastatin,Rosuvastatin-ZYD,Statin,Powder,100,Cholesterol management,Zydus Cadila,891.14,True
MED00247,Enalapril,Enalapril-MAN,Antihypertensive (ACE Inhibitor),Syrup,650,High blood pressure,Mankind Pharma,64.16,False
MED00248,Ramipril,Ramipril-TOR,Antihypertensive (ACE Inhibitor),Syrup,1000,High blood pressure and heart failure,Torrent Pharma,708.86,True
MED00249,Digoxin,Digoxin-ALK,Cardiac Glycoside,Syrup,50,Heart failure and arrhythmia,Alkem Labs,770.03,True
MED00250,Amiodarone,Amiodarone-GLE,Antiarrhythmic,Syrup,25,Irregular heartbeat,Glenmark,700.31,True
MED00251,Heparin,Heparin DS-SUN,Anticoagulant,Capsule,125,Blood clot prevention (acute),Sun Pharma,2081.17,True
MED00252,Insulin Regular,Insulin-Forte-CIP,Antidiabetic (Insulin),Injection,125,Diabetes mellitus,Cipla,439.56,True
MED00253,Glimepiride,Glimepiride XR-DR.,Antidiabetic (Sulfonylurea),Powder,50,Type 2 diabetes,Dr. Reddy's,1587.85,False
MED00254,Pioglitazone,Pioglitazone-LUP,Antidiabetic (Thiazolidinedione),Cream,N/A,Type 2 diabetes,Lupin,2480.03,True
MED00255,Montelukast,Montelukast XR-AUR,Leukotriene Antagonist,Ointment,N/A,Asthma and allergies,Aurobindo Pharma,1990.88,True
MED00256,Budesonide Inhaler,Budesonide DS-ZYD,Corticosteroid (Inhaled),Cream,N/A,Asthma and COPD,Zydus Cadila,1001.63,True
MED00257,Ipratropium Bromide,Ipratropium-MAN,Bronchodilator (Anticholinergic),Ointment,N/A,COPD,Mankind Pharma,2394.8,True
MED00258,Isoniazid,Isoniazid-Plus-TOR,Antitubercular,Tablet,1000,Tuberculosis,Torrent Pharma,145.91,False
MED00259,Rifampicin,Rifampicin DS-ALK,Antitubercular,Tablet,10,Tuberculosis,Alkem Labs,1776.1,True
MED00260,Ethambutol,Ethambutol XR-GLE,Antitubercular,Injection,125,Tuberculosis,Glenmark,1550.09,True
MED00261,Pyrazinamide,Pyrazinamide-Forte-SUN,Antitubercular,Cream,N/A,Tuberculosis,Sun Pharma,12.48,True
MED00262,Zidovudine,Zidovudine DS-CIP,Antiretroviral,Eye Drops,N/A,HIV management,Cipla,1934.02,True
MED00263,Tenofovir,Tenofovir-Forte-DR.,Antiretroviral,Tablet,125,HIV and Hepatitis B,Dr. Reddy's,2409.81,True
MED00264,Lamivudine,Lamivudine XR-LUP,Antiretroviral,Cream,N/A,HIV management,Lupin,487.02,False
MED00265,Paracetamol,Paracetamol-AUR,Analgesic/Antipyretic,Eye Drops,N/A,Fever and pain relief,Aurobindo Pharma,1962.09,False
MED00266,Ibuprofen,Ibuprofen XR-ZYD,NSAID,Cream,N/A,Pain and inflammation relief,Zydus Cadila,592.94,True
MED00267,Aspirin,Aspirin-Forte-MAN,NSAID/Antiplatelet,Inhaler,N/A,Pain relief and blood thinning,Mankind Pharma,855.28,True
MED00268,Amoxicillin,Amoxicillin XR-TOR,Antibiotic (Penicillin),Powder,25,Bacterial infections,Torrent Pharma,973.56,True
MED00269,Azithromycin,Azithromycin XR-ALK,Antibiotic (Macrolide),Cream,N/A,Respiratory and skin infections,Alkem Labs,1727.76,True
MED00270,Ciprofloxacin,Ciprofloxacin-Plus-GLE,Antibiotic (Fluoroquinolone),Eye Drops,N/A,Urinary and GI infections,Glenmark,1283.39,True
MED00271,Metformin,Metformin XR-SUN,Antidiabetic (Biguanide),Inhaler,N/A,Type 2 diabetes management,Sun Pharma,202.65,True
MED00272,Insulin Glargine,Insulin DS-CIP,Antidiabetic (Insulin),Tablet,500,Diabetes mellitus,Cipla,481.1,True
MED00273,Amlodipine,Amlodipine-Forte-DR.,Antihypertensive (CCB),Powder,10,High blood pressure,Dr. Reddy's,1659.21,True
MED00274,Losartan,Losartan XR-LUP,Antihypertensive (ARB),Inhaler,N/A,High blood pressure,Lupin,1376.68,True
MED00275,Atenolol,Atenolol-Forte-AUR,Antihypertensive (Beta-blocker),Eye Drops,N/A,High blood pressure and arrhythmia,Aurobindo Pharma,90.87,True
MED00276,Atorvastatin,Atorvastatin DS-ZYD,Statin,Powder,10,Cholesterol management,Zydus Cadila,1167.65,True
MED00277,Omeprazole,Omeprazole XR-MAN,Proton Pump Inhibitor,Cream,N/A,Acid reflux and ulcers,Mankind Pharma,1261.2,True
MED00278,Ranitidine,Ranitidine-Forte-TOR,H2 Blocker,Inhaler,N/A,Acid reflux,Torrent Pharma,1799.41,True
MED00279,Cetirizine,Cetirizine XR-ALK,Antihistamine,Powder,50,Allergy relief,Alkem Labs,979.08,False
MED00280,Loratadine,Loratadine-GLE,Antihistamine,Ointment,N/A,Allergy relief,Glenmark,1158.53,True
MED00281,Salbutamol,Salbutamol XR-SUN,Bronchodilator,Tablet,250,Asthma and COPD,Sun Pharma,1914.96,False
MED00282,Levothyroxine,Levothyroxine-Forte-CIP,Thyroid Hormone,Capsule,250,Hypothyroidism,Cipla,1205.33,False
MED00283,Carbimazole,Carbimazole-DR.,Antithyroid,Syrup,1000,Hyperthyroidism,Dr. Reddy's,1476.49,False
MED00284,Prednisolone,Prednisolone-Forte-LUP,Corticosteroid,Injection,10,Inflammation and autoimmune conditions,Lupin,1355.5,True
MED00285,Metronidazole,Metronidazole-AUR,Antibiotic/Antiprotozoal,Injection,500,Anaerobic and parasitic infections,Aurobindo Pharma,2244.09,True
MED00286,Doxycycline,Doxycycline-ZYD,Antibiotic (Tetracycline),Capsule,125,Bacterial infections,Zydus Cadila,802.06,True
MED00287,Fluconazole,Fluconazole-Plus-MAN,Antifungal,Cream,N/A,Fungal infections,Mankind Pharma,88.29,True
MED00288,Acyclovir,Acyclovir-TOR,Antiviral,Syrup,500,Herpes virus infections,Torrent Pharma,561.02,False
MED00289,Oseltamivir,Oseltamivir-ALK,Antiviral,Ointment,N/A,Influenza,Alkem Labs,369.71,True
MED00290,Artemether-Lumefantrine,Artemether-Lumefantrine-Forte-GLE,Antimalarial,Ointment,N/A,Malaria treatment,Glenmark,138.1,False
MED00291,Chloroquine,Chloroquine-Plus-SUN,Antimalarial,Inhaler,N/A,Malaria prevention and treatment,Sun Pharma,1261.35,True
MED00292,Ondansetron,Ondansetron-CIP,Antiemetic,Inhaler,N/A,Nausea and vomiting,Cipla,1557.59,False
MED00293,Domperidone,Domperidone XR-DR.,Antiemetic/Prokinetic,Tablet,10,Nausea and GI motility,Dr. Reddy's,1503.02,True
MED00294,Loperamide,Loperamide-LUP,Antidiarrheal,Inhaler,N/A,Diarrhea,Lupin,939.99,True
MED00295,Oral Rehydration Salts,Oral-Plus-AUR,Electrolyte Replacement,Eye Drops,N/A,Dehydration,Aurobindo Pharma,1261.23,True
MED00296,Diazepam,Diazepam-Plus-ZYD,Benzodiazepine,Injection,500,Anxiety and seizures,Zydus Cadila,1209.71,False
MED00297,Sertraline,Sertraline-MAN,SSRI Antidepressant,Syrup,25,Depression and anxiety,Mankind Pharma,969.7,True
MED00298,Fluoxetine,Fluoxetine-Forte-TOR,SSRI Antidepressant,Inhaler,N/A,Depression,Torrent Pharma,2393.9,False
MED00299,Escitalopram,Escitalopram-ALK,SSRI Antidepressant,Syrup,650,Anxiety and depression,Alkem Labs,1974.43,True
MED00300,Risperidone,Risperidone-GLE,Antipsychotic,Tablet,50,Schizophrenia and bipolar disorder,Glenmark,2091.92,True
MED00301,Sodium Valproate,Sodium XR-SUN,Anticonvulsant,Capsule,500,Epilepsy and bipolar disorder,Sun Pharma,975.56,True
MED00302,Levetiracetam,Levetiracetam-CIP,Anticonvulsant,Eye Drops,N/A,Epilepsy,Cipla,112.87,True
MED00303,Gabapentin,Gabapentin-Forte-DR.,Anticonvulsant/Analgesic,Capsule,1000,Nerve pain and seizures,Dr. Reddy's,638.35,False
MED00304,Warfarin,Warfarin-Plus-LUP,Anticoagulant,Powder,650,Blood clot prevention,Lupin,1875.51,True
MED00305,Clopidogrel,Clopidogrel-Plus-AUR,Antiplatelet,Powder,10,Stroke and heart attack prevention,Aurobindo Pharma,718.45,False
MED00306,Furosemide,Furosemide-Forte-ZYD,Diuretic,Eye Drops,N/A,Fluid retention and heart failure,Zydus Cadila,2422.12,True
MED00307,Hydrochlorothiazide,Hydrochlorothiazide-MAN,Diuretic,Injection,250,High blood pressure,Mankind Pharma,1536.49,True
MED00308,Spironolactone,Spironolactone DS-TOR,Diuretic,Cream,N/A,Heart failure and fluid retention,Torrent Pharma,666.95,True
MED00309,Diclofenac,Diclofenac-ALK,NSAID,Capsule,10,Pain and inflammation,Alkem Labs,1463.62,False
MED00310,Tramadol,Tramadol DS-GLE,Opioid Analgesic,Eye Drops,N/A,Moderate to severe pain,Glenmark,1886.81,False
MED00311,Morphine,Morphine-Plus-SUN,Opioid Analgesic,Capsule,250,Severe pain,Sun Pharma,1076.94,True
MED00312,Methotrexate,Methotrexate DS-CIP,Antimetabolite/DMARD,Eye Drops,N/A,Rheumatoid arthritis and cancer,Cipla,216.8,True
MED00313,Hydroxychloroquine,Hydroxychloroquine-DR.,Antimalarial/DMARD,Inhaler,N/A,Lupus and rheumatoid arthritis,Dr. Reddy's,562.79,True
MED00314,Allopurinol,Allopurinol DS-LUP,Antigout,Inhaler,N/A,Gout management,Lupin,1870.59,False
MED00315,Calcium Carbonate,Calcium DS-AUR,Mineral Supplement,Capsule,250,Calcium deficiency,Aurobindo Pharma,760.94,True
MED00316,Ferrous Sulfate,Ferrous XR-ZYD,Iron Supplement,Capsule,125,Iron deficiency anemia,Zydus Cadila,1015.93,False
MED00317,Folic Acid,Folic-MAN,Vitamin Supplement,Ointment,N/A,Anemia and pregnancy,Mankind Pharma,1134.52,True
MED00318,Vitamin D3,Vitamin-TOR,Vitamin Supplement,Powder,500,Vitamin D deficiency,Torrent Pharma,1682.56,True
MED00319,Vitamin B12,Vitamin-Plus-ALK,Vitamin Supplement,Eye Drops,N/A,B12 deficiency,Alkem Labs,1379.14,True
MED00320,Multivitamin,Multivitamin XR-GLE,Vitamin Supplement,Eye Drops,N/A,General nutritional support,Glenmark,509.69,True
MED00321,Clotrimazole,Clotrimazole-SUN,Antifungal (Topical),Capsule,50,Skin fungal infections,Sun Pharma,1557.71,True
MED00322,Hydrocortisone Cream,Hydrocortisone-Plus-CIP,Corticosteroid (Topical),Ointment,N/A,Skin inflammation,Cipla,2314.04,True
MED00323,Benzoyl Peroxide,Benzoyl-Forte-DR.,Topical Antiacne,Tablet,10,Acne treatment,Dr. Reddy's,418.99,True
MED00324,Salicylic Acid,Salicylic-Plus-LUP,Keratolytic,Cream,N/A,Acne and skin conditions,Lupin,2253.02,True
MED00325,Latanoprost,Latanoprost-Plus-AUR,Antiglaucoma,Injection,250,Glaucoma,Aurobindo Pharma,573.51,True
MED00326,Timolol Eye Drops,Timolol-ZYD,Antiglaucoma,Cream,N/A,Glaucoma,Zydus Cadila,1899.9,True
MED00327,Artificial Tears,Artificial DS-MAN,Ocular Lubricant,Injection,50,Dry eyes,Mankind Pharma,147.99,True
MED00328,Chlorpheniramine,Chlorpheniramine-TOR,Antihistamine,Syrup,50,Allergy and cold symptoms,Torrent Pharma,1288.91,True
MED00329,Dextromethorphan,Dextromethorphan-ALK,Antitussive,Cream,N/A,Cough suppression,Alkem Labs,1931.72,True
MED00330,Guaifenesin,Guaifenesin-Plus-GLE,Expectorant,Cream,N/A,Chest congestion,Glenmark,309.2,False
MED00331,Pantoprazole,Pantoprazole DS-SUN,Proton Pump Inhibitor,Tablet,50,Acid reflux and ulcers,Sun Pharma,1220.25,False
MED00332,Rabeprazole,Rabeprazole-CIP,Proton Pump Inhibitor,Ointment,N/A,Acid reflux,Cipla,494.7,False
MED00333,Simvastatin,Simvastatin-Plus-DR.,Statin,Eye Drops,N/A,Cholesterol management,Dr. Reddy's,1989.19,False
MED00334,Rosuvastatin,Rosuvastatin-LUP,Statin,Capsule,100,Cholesterol management,Lupin,2239.2,False
MED00335,Enalapril,Enalapril XR-AUR,Antihypertensive (ACE Inhibitor),Eye Drops,N/A,High blood pressure,Aurobindo Pharma,220.47,True
MED00336,Ramipril,Ramipril XR-ZYD,Antihypertensive (ACE Inhibitor),Ointment,N/A,High blood pressure and heart failure,Zydus Cadila,1532.85,False
MED00337,Digoxin,Digoxin-Plus-MAN,Cardiac Glycoside,Cream,N/A,Heart failure and arrhythmia,Mankind Pharma,482.98,True
MED00338,Amiodarone,Amiodarone-TOR,Antiarrhythmic,Syrup,100,Irregular heartbeat,Torrent Pharma,133.04,True
MED00339,Heparin,Heparin-Forte-ALK,Anticoagulant,Eye Drops,N/A,Blood clot prevention (acute),Alkem Labs,2312.3,True
MED00340,Insulin Regular,Insulin-Plus-GLE,Antidiabetic (Insulin),Eye Drops,N/A,Diabetes mellitus,Glenmark,1945.52,True
MED00341,Glimepiride,Glimepiride DS-SUN,Antidiabetic (Sulfonylurea),Tablet,125,Type 2 diabetes,Sun Pharma,874.12,True
MED00342,Pioglitazone,Pioglitazone-Plus-CIP,Antidiabetic (Thiazolidinedione),Capsule,25,Type 2 diabetes,Cipla,720.83,False
MED00343,Montelukast,Montelukast XR-DR.,Leukotriene Antagonist,Tablet,100,Asthma and allergies,Dr. Reddy's,2440.56,True
MED00344,Budesonide Inhaler,Budesonide-Plus-LUP,Corticosteroid (Inhaled),Powder,1000,Asthma and COPD,Lupin,1839.81,True
MED00345,Ipratropium Bromide,Ipratropium-Plus-AUR,Bronchodilator (Anticholinergic),Capsule,50,COPD,Aurobindo Pharma,2035.03,True
MED00346,Isoniazid,Isoniazid DS-ZYD,Antitubercular,Cream,N/A,Tuberculosis,Zydus Cadila,1349.46,False
MED00347,Rifampicin,Rifampicin DS-MAN,Antitubercular,Tablet,1000,Tuberculosis,Mankind Pharma,1737.2,True
MED00348,Ethambutol,Ethambutol XR-TOR,Antitubercular,Powder,1000,Tuberculosis,Torrent Pharma,2197.93,True
MED00349,Pyrazinamide,Pyrazinamide-ALK,Antitubercular,Syrup,125,Tuberculosis,Alkem Labs,123.89,True
MED00350,Zidovudine,Zidovudine-Forte-GLE,Antiretroviral,Powder,1000,HIV management,Glenmark,1792.01,False
MED00351,Tenofovir,Tenofovir-Plus-SUN,Antiretroviral,Injection,125,HIV and Hepatitis B,Sun Pharma,2427.09,True
MED00352,Lamivudine,Lamivudine DS-CIP,Antiretroviral,Inhaler,N/A,HIV management,Cipla,1021.31,True
MED00353,Paracetamol,Paracetamol-Forte-DR.,Analgesic/Antipyretic,Eye Drops,N/A,Fever and pain relief,Dr. Reddy's,1769.17,True
MED00354,Ibuprofen,Ibuprofen-Forte-LUP,NSAID,Ointment,N/A,Pain and inflammation relief,Lupin,1973.21,True
MED00355,Aspirin,Aspirin-Forte-AUR,NSAID/Antiplatelet,Powder,250,Pain relief and blood thinning,Aurobindo Pharma,36.55,True
MED00356,Amoxicillin,Amoxicillin-Forte-ZYD,Antibiotic (Penicillin),Eye Drops,N/A,Bacterial infections,Zydus Cadila,2033.56,True
MED00357,Azithromycin,Azithromycin-MAN,Antibiotic (Macrolide),Powder,50,Respiratory and skin infections,Mankind Pharma,1932.21,True
MED00358,Ciprofloxacin,Ciprofloxacin-Forte-TOR,Antibiotic (Fluoroquinolone),Capsule,10,Urinary and GI infections,Torrent Pharma,1609.74,True
MED00359,Metformin,Metformin-Forte-ALK,Antidiabetic (Biguanide),Cream,N/A,Type 2 diabetes management,Alkem Labs,1402.84,False
MED00360,Insulin Glargine,Insulin-Forte-GLE,Antidiabetic (Insulin),Tablet,50,Diabetes mellitus,Glenmark,301.16,True
MED00361,Amlodipine,Amlodipine DS-SUN,Antihypertensive (CCB),Syrup,100,High blood pressure,Sun Pharma,1302.93,True
MED00362,Losartan,Losartan XR-CIP,Antihypertensive (ARB),Capsule,5,High blood pressure,Cipla,1930.07,True
MED00363,Atenolol,Atenolol-DR.,Antihypertensive (Beta-blocker),Powder,1000,High blood pressure and arrhythmia,Dr. Reddy's,154.64,False
MED00364,Atorvastatin,Atorvastatin XR-LUP,Statin,Injection,650,Cholesterol management,Lupin,1523.35,True
MED00365,Omeprazole,Omeprazole-AUR,Proton Pump Inhibitor,Syrup,100,Acid reflux and ulcers,Aurobindo Pharma,111.7,True
MED00366,Ranitidine,Ranitidine-Plus-ZYD,H2 Blocker,Powder,25,Acid reflux,Zydus Cadila,709.89,False
MED00367,Cetirizine,Cetirizine-Forte-MAN,Antihistamine,Eye Drops,N/A,Allergy relief,Mankind Pharma,2271.64,True
MED00368,Loratadine,Loratadine XR-TOR,Antihistamine,Powder,10,Allergy relief,Torrent Pharma,1370.38,True
MED00369,Salbutamol,Salbutamol-ALK,Bronchodilator,Eye Drops,N/A,Asthma and COPD,Alkem Labs,1097.78,True
MED00370,Levothyroxine,Levothyroxine XR-GLE,Thyroid Hormone,Injection,25,Hypothyroidism,Glenmark,375.62,True
MED00371,Carbimazole,Carbimazole XR-SUN,Antithyroid,Eye Drops,N/A,Hyperthyroidism,Sun Pharma,961.78,True
MED00372,Prednisolone,Prednisolone-Forte-CIP,Corticosteroid,Injection,125,Inflammation and autoimmune conditions,Cipla,1488.04,False
MED00373,Metronidazole,Metronidazole-DR.,Antibiotic/Antiprotozoal,Powder,5,Anaerobic and parasitic infections,Dr. Reddy's,241.08,False
MED00374,Doxycycline,Doxycycline XR-LUP,Antibiotic (Tetracycline),Eye Drops,N/A,Bacterial infections,Lupin,690.69,False
MED00375,Fluconazole,Fluconazole-Plus-AUR,Antifungal,Cream,N/A,Fungal infections,Aurobindo Pharma,608.79,True
MED00376,Acyclovir,Acyclovir-ZYD,Antiviral,Syrup,50,Herpes virus infections,Zydus Cadila,567.55,True
MED00377,Oseltamivir,Oseltamivir XR-MAN,Antiviral,Tablet,125,Influenza,Mankind Pharma,2021.32,True
MED00378,Artemether-Lumefantrine,Artemether-Lumefantrine-Plus-TOR,Antimalarial,Tablet,100,Malaria treatment,Torrent Pharma,2166.99,True
MED00379,Chloroquine,Chloroquine-ALK,Antimalarial,Capsule,250,Malaria prevention and treatment,Alkem Labs,2030.01,False
MED00380,Ondansetron,Ondansetron-Forte-GLE,Antiemetic,Cream,N/A,Nausea and vomiting,Glenmark,412.23,True
MED00381,Domperidone,Domperidone DS-SUN,Antiemetic/Prokinetic,Capsule,10,Nausea and GI motility,Sun Pharma,1118.2,True
MED00382,Loperamide,Loperamide-CIP,Antidiarrheal,Ointment,N/A,Diarrhea,Cipla,2450.18,True
MED00383,Oral Rehydration Salts,Oral-DR.,Electrolyte Replacement,Inhaler,N/A,Dehydration,Dr. Reddy's,1149.96,True
MED00384,Diazepam,Diazepam DS-LUP,Benzodiazepine,Eye Drops,N/A,Anxiety and seizures,Lupin,2110.34,False
MED00385,Sertraline,Sertraline-AUR,SSRI Antidepressant,Cream,N/A,Depression and anxiety,Aurobindo Pharma,1384.18,True
MED00386,Fluoxetine,Fluoxetine-ZYD,SSRI Antidepressant,Cream,N/A,Depression,Zydus Cadila,1585.96,False
MED00387,Escitalopram,Escitalopram XR-MAN,SSRI Antidepressant,Capsule,250,Anxiety and depression,Mankind Pharma,1346.79,True
MED00388,Risperidone,Risperidone-TOR,Antipsychotic,Tablet,50,Schizophrenia and bipolar disorder,Torrent Pharma,1102.5,True
MED00389,Sodium Valproate,Sodium-Plus-ALK,Anticonvulsant,Cream,N/A,Epilepsy and bipolar disorder,Alkem Labs,1578.88,True
