symptom_id,symptom_name,body_location,severity_level,description
SYM01189,Moderate High Blood Pressure (Right Arm),Right Arm,Moderate,Moderate high blood pressure localized to the right arm.
SYM01190,Severe Erectile Dysfunction (Skin),Skin,Severe,Severe erectile dysfunction localized to the skin.
SYM01191,Severe Increased Thirst (Whole Body),Whole Body,Severe,Severe increased thirst localized to the whole body.
SYM01192,Moderate Gas (Upper Back),Upper Back,Moderate,Moderate gas localized to the upper back.
SYM01193,Severe Hair Loss (Right Arm),Right Arm,Severe,Severe hair loss localized to the right arm.
SYM01194,Severe High Blood Pressure (Neck),Neck,Severe,Severe high blood pressure localized to the neck.
SYM01195,Moderate Rapid Breathing (Lower Back),Lower Back,Moderate,Moderate rapid breathing localized to the lower back.
SYM01196,Moderate Chills (Upper Back),Upper Back,Moderate,Moderate chills localized to the upper back.
SYM01197,Mild Red Eyes (Right Arm),Right Arm,Mild,Mild red eyes localized to the right arm.
SYM01198,Severe Diarrhea (Left Leg),Left Leg,Severe,Severe diarrhea localized to the left leg.
SYM01199,Moderate Bad Breath (Ears),Ears,Moderate,Moderate bad breath localized to the ears.
SYM01200,Severe Cold Hands And Feet (Upper Back),Upper Back,Severe,Severe cold hands and feet localized to the upper back.
SYM01201,Severe Chest Tightness (Upper Back),Upper Back,Severe,Severe chest tightness localized to the upper back.
SYM01202,Severe Double Vision (Upper Back),Upper Back,Severe,Severe double vision localized to the upper back.
SYM01203,Mild Excessive Hunger (Upper Back),Upper Back,Mild,Mild excessive hunger localized to the upper back.
SYM01204,Severe Skin Discoloration (Skin),Skin,Severe,Severe skin discoloration localized to the skin.
SYM01205,Severe Pelvic Pain (Left Leg),Left Leg,Severe,Severe pelvic pain localized to the left leg.
SYM01206,Mild Erectile Dysfunction (Upper Back),Upper Back,Mild,Mild erectile dysfunction localized to the upper back.
SYM01207,Mild Frequent Infections (Whole Body),Whole Body,Mild,Mild frequent infections localized to the whole body.
SYM01208,Moderate Uncontrolled Movements (Left Leg),Left Leg,Moderate,Moderate uncontrolled movements localized to the left leg.
SYM01209,Severe Double Vision (Right Arm),Right Arm,Severe,Severe double vision localized to the right arm.
SYM01210,Moderate Painful Intercourse (Skin),Skin,Moderate,Moderate painful intercourse localized to the skin.
SYM01211,Mild Nasal Congestion (Whole Body),Whole Body,Mild,Mild nasal congestion localized to the whole body.
SYM01212,Severe Low Blood Pressure (Eyes),Eyes,Severe,Severe low blood pressure localized to the eyes.
SYM01213,Severe Loss of Appetite (Left Leg),Left Leg,Severe,Severe loss of appetite localized to the left leg.
SYM01214,Severe Numbness (Chest),Chest,Severe,Severe numbness localized to the chest.
SYM01215,Mild Frequent Infections (Ears),Ears,Mild,Mild frequent infections localized to the ears.
SYM01216,Moderate Slurred Speech (Left Arm),Left Arm,Moderate,Moderate slurred speech localized to the left arm.
SYM01217,Mild Ringing In Ears (Right Leg),Right Leg,Mild,Mild ringing in ears localized to the right leg.
SYM01218,Moderate Runny Nose (Lower Back),Lower Back,Moderate,Moderate runny nose localized to the lower back.
SYM01219,Mild Erectile Dysfunction (Neck),Neck,Mild,Mild erectile dysfunction localized to the neck.
SYM01220,Moderate Bruising Easily (Abdomen),Abdomen,Moderate,Moderate bruising easily localized to the abdomen.
SYM01221,Severe Runny Nose (Left Leg),Left Leg,Severe,Severe runny nose localized to the left leg.
SYM01222,Severe Loss of Appetite (Skin),Skin,Severe,Severe loss of appetite localized to the skin.
SYM01223,Mild Jaundice (Left Arm),Left Arm,Mild,Mild jaundice localized to the left arm.
SYM01224,Mild Loss Of Taste (Right Arm),Right Arm,Mild,Mild loss of taste localized to the right arm.
SYM01225,Severe Fever (Skin),Skin,Severe,Severe fever localized to the skin.
SYM01226,Severe Frequent Urination (Eyes),Eyes,Severe,Severe frequent urination localized to the eyes.
SYM01227,Moderate Slow Heartbeat (Lower Back),Lower Back,Moderate,Moderate slow heartbeat localized to the lower back.
SYM01228,Mild Swelling (Chest),Chest,Mild,Mild swelling localized to the chest.
SYM01229,Severe Ear Pain (Whole Body),Whole Body,Severe,Severe ear pain localized to the whole body.
SYM01230,Severe Anxiety (Lower Back),Lower Back,Severe,Severe anxiety localized to the lower back.
SYM01231,Severe Difficulty Breathing (Right Leg),Right Leg,Severe,Severe difficulty breathing localized to the right leg.
SYM01232,Severe Ear Pain (Eyes),Eyes,Severe,Severe ear pain localized to the eyes.
SYM01233,Mild Difficulty Breathing (Head),Head,Mild,Mild difficulty breathing localized to the head.
SYM01234,Mild Headache (Throat),Throat,Mild,Mild headache localized to the throat.
SYM01235,Moderate Back Pain (Ears),Ears,Moderate,Moderate back pain localized to the ears.
SYM01236,Severe Ringing In Ears (Ears),Ears,Severe,Severe ringing in ears localized to the ears.
SYM01237,Severe Frequent Urination (Lower Back),Lower Back,Severe,Severe frequent urination localized to the lower back.
SYM01238,Severe Increased Thirst (Ears),Ears,Severe,Severe increased thirst localized to the ears.
SYM01239,Mild Excessive Thirst (Abdomen),Abdomen,Mild,Mild excessive thirst localized to the abdomen.
SYM01240,Severe Slurred Speech (Neck),Neck,Severe,Severe slurred speech localized to the neck.
SYM01241,Moderate Swelling (Eyes),Eyes,Moderate,Moderate swelling localized to the eyes.
SYM01242,Moderate Ringing In Ears (Lower Back),Lower Back,Moderate,Moderate ringing in ears localized to the lower back.
SYM01243,Moderate Excessive Thirst (Throat),Throat,Moderate,Moderate excessive thirst localized to the throat.
SYM01244,Moderate Slow Heartbeat (Eyes),Eyes,Moderate,Moderate slow heartbeat localized to the eyes.
SYM01245,Severe Tingling (Neck),Neck,Severe,Severe tingling localized to the neck.
SYM01246,Severe Chest Pain (Right Arm),Right Arm,Severe,Severe chest pain localized to the right arm.
SYM01247,Severe Skin Discoloration (Eyes),Eyes,Severe,Severe skin discoloration localized to the eyes.
SYM01248,Moderate Confusion (Abdomen),Abdomen,Moderate,Moderate confusion localized to the abdomen.
SYM01249,Severe Testicular Pain (Joints),Joints,Severe,Severe testicular pain localized to the joints.
SYM01250,Severe Coughing Blood (Right Leg),Right Leg,Severe,Severe coughing blood localized to the right leg.
SYM01251,Mild Facial Drooping (Right Leg),Right Leg,Mild,Mild facial drooping localized to the right leg.
SYM01252,Severe Rash (Abdomen),Abdomen,Severe,Severe rash localized to the abdomen.
SYM01253,Severe Blood in Stool (Right Arm),Right Arm,Severe,Severe blood in stool localized to the right arm.
SYM01254,Moderate Brittle Nails (Left Leg),Left Leg,Moderate,Moderate brittle nails localized to the left leg.
SYM01255,Severe Brittle Nails (Eyes),Eyes,Severe,Severe brittle nails localized to the eyes.
SYM01256,Severe Loss Of Balance (Whole Body),Whole Body,Severe,Severe loss of balance localized to the whole body.
SYM01257,Severe Fainting (Ears),Ears,Severe,Severe fainting localized to the ears.
SYM01258,Moderate Cough (Eyes),Eyes,Moderate,Moderate cough localized to the eyes.
SYM01259,Moderate Tremor (Lower Back),Lower Back,Moderate,Moderate tremor localized to the lower back.
SYM01260,Moderate Tremor (Ears),Ears,Moderate,Moderate tremor localized to the ears.
SYM01261,Severe Heartburn (Neck),Neck,Severe,Severe heartburn localized to the neck.
SYM01262,Moderate Hair Loss (Abdomen),Abdomen,Moderate,Moderate hair loss localized to the abdomen.
SYM01263,Moderate Jaundice (Eyes),Eyes,Moderate,Moderate jaundice localized to the eyes.
SYM01264,Mild Frequent Urination (Left Arm),Left Arm,Mild,Mild frequent urination localized to the left arm.
SYM01265,Moderate Jaundice (Whole Body),Whole Body,Moderate,Moderate jaundice localized to the whole body.
SYM01266,Mild Swelling (Right Arm),Right Arm,Mild,Mild swelling localized to the right arm.
SYM01267,Severe Nausea (Joints),Joints,Severe,Severe nausea localized to the joints.
SYM01268,Severe Palpitations (Skin),Skin,Severe,Severe palpitations localized to the skin.
SYM01269,Mild Irritability (Left Arm),Left Arm,Mild,Mild irritability localized to the left arm.
SYM01270,Severe Bad Breath (Whole Body),Whole Body,Severe,Severe bad breath localized to the whole body.
SYM01271,Severe Bleeding Gums (Skin),Skin,Severe,Severe bleeding gums localized to the skin.
SYM01272,Mild Blood in Urine (Ears),Ears,Mild,Mild blood in urine localized to the ears.
SYM01273,Mild Ringing In Ears (Abdomen),Abdomen,Mild,Mild ringing in ears localized to the abdomen.
SYM01274,Mild Hoarseness (Joints),Joints,Mild,Mild hoarseness localized to the joints.
SYM01275,Severe Red Eyes (Throat),Throat,Severe,Severe red eyes localized to the throat.
SYM01276,Moderate Frequent Urination (Throat),Throat,Moderate,Moderate frequent urination localized to the throat.
SYM01277,Severe Cold Hands And Feet (Right Arm),Right Arm,Severe,Severe cold hands and feet localized to the right arm.
SYM01278,Moderate Excessive Thirst (Right Arm),Right Arm,Moderate,Moderate excessive thirst localized to the right arm.
SYM01279,Moderate Testicular Pain (Chest),Chest,Moderate,Moderate testicular pain localized to the chest.
SYM01280,Moderate Nausea (Throat),Throat,Moderate,Moderate nausea localized to the throat.
SYM01281,Moderate Irritability (Ears),Ears,Moderate,Moderate irritability localized to the ears.
SYM01282,Moderate Vomiting (Whole Body),Whole Body,Moderate,Moderate vomiting localized to the whole body.
SYM01283,Mild Uncontrolled Movements (Abdomen),Abdomen,Mild,Mild uncontrolled movements localized to the abdomen.
SYM01284,Moderate Rapid Heartbeat (Right Leg),Right Leg,Moderate,Moderate rapid heartbeat localized to the right leg.
SYM01285,Mild Muscle Ache (Neck),Neck,Mild,Mild muscle ache localized to the neck.
SYM01286,Severe Muscle Ache (Skin),Skin,Severe,Severe muscle ache localized to the skin.
SYM01287,Mild Swelling (Neck),Neck,Mild,Mild swelling localized to the neck.
SYM01288,Moderate Uncontrolled Movements (Upper Back),Upper Back,Moderate,Moderate uncontrolled movements localized to the upper back.
SYM01289,Mild Constipation (Abdomen),Abdomen,Mild,Mild constipation localized to the abdomen.
SYM01290,Mild Facial Drooping (Ears),Ears,Mild,Mild facial drooping localized to the ears.
SYM01291,Severe Depression (Right Arm),Right Arm,Severe,Severe depression localized to the right arm.
SYM01292,Mild Insomnia (Abdomen),Abdomen,Mild,Mild insomnia localized to the abdomen.
SYM01293,Mild Jaundice (Chest),Chest,Mild,Mild jaundice localized to the chest.
SYM01294,Mild Hearing Loss (Throat),Throat,Mild,Mild hearing loss localized to the throat.
SYM01295,Moderate Ear Pain (Lower Back),Lower Back,Moderate,Moderate ear pain localized to the lower back.
SYM01296,Mild Wheezing (Left Arm),Left Arm,Mild,Mild wheezing localized to the left arm.
SYM01297,Mild Itching (Joints),Joints,Mild,Mild itching localized to the joints.
SYM01298,Mild Runny Nose (Eyes),Eyes,Mild,Mild runny nose localized to the eyes.
SYM01299,Mild Depression (Neck),Neck,Mild,Mild depression localized to the neck.
SYM01300,Severe Swelling (Skin),Skin,Severe,Severe swelling localized to the skin.
SYM01301,Moderate Red Eyes (Eyes),Eyes,Moderate,Moderate red eyes localized to the eyes.
SYM01302,Severe Heartburn (Joints),Joints,Severe,Severe heartburn localized to the joints.
SYM01303,Mild Swelling (Skin),Skin,Mild,Mild swelling localized to the skin.
SYM01304,Moderate Leg Cramps (Throat),Throat,Moderate,Moderate leg cramps localized to the throat.
SYM01305,Severe Dizziness (Neck),Neck,Severe,Severe dizziness localized to the neck.
SYM01306,Severe Sweating (Abdomen),Abdomen,Severe,Severe sweating localized to the abdomen.
SYM01307,Severe Painful Urination (Left Arm),Left Arm,Severe,Severe painful urination localized to the left arm.
SYM01308,Mild Irregular Periods (Eyes),Eyes,Mild,Mild irregular periods localized to the eyes.
SYM01309,Severe Numbness (Ears),Ears,Severe,Severe numbness localized to the ears.
SYM01310,Moderate Dry Mouth (Neck),Neck,Moderate,Moderate dry mouth localized to the neck.
SYM01311,Severe Wheezing (Abdomen),Abdomen,Severe,Severe wheezing localized to the abdomen.
SYM01312,Severe Headache (Right Leg),Right Leg,Severe,Severe headache localized to the right leg.
SYM01313,Severe Painful Urination (Skin),Skin,Severe,Severe painful urination localized to the skin.
SYM01314,Moderate Dizziness (Skin),Skin,Moderate,Moderate dizziness localized to the skin.
SYM01315,Moderate Diarrhea (Abdomen),Abdomen,Moderate,Moderate diarrhea localized to the abdomen.
SYM01316,Mild Night Sweats (Abdomen),Abdomen,Mild,Mild night sweats localized to the abdomen.
SYM01317,Severe Neck Stiffness (Abdomen),Abdomen,Severe,Severe neck stiffness localized to the abdomen.
SYM01318,Severe Sore Throat (Right Arm),Right Arm,Severe,Severe sore throat localized to the right arm.
SYM01319,Severe Muscle Ache (Chest),Chest,Severe,Severe muscle ache localized to the chest.
SYM01320,Moderate Blood in Stool (Upper Back),Upper Back,Moderate,Moderate blood in stool localized to the upper back.
SYM01321,Moderate Uncontrolled Movements (Lower Back),Lower Back,Moderate,Moderate uncontrolled movements localized to the lower back.
SYM01322,Mild Swollen Lymph Nodes (Abdomen),Abdomen,Mild,Mild swollen lymph nodes localized to the abdomen.
SYM01323,Severe Hair Loss (Head),Head,Severe,Severe hair loss localized to the head.
SYM01324,Mild Tremor (Right Arm),Right Arm,Mild,Mild tremor localized to the right arm.
SYM01325,Severe Blurred Vision (Chest),Chest,Severe,Severe blurred vision localized to the chest.
SYM01326,Mild Hearing Loss (Joints),Joints,Mild,Mild hearing loss localized to the joints.
SYM01327,Severe Hearing Loss (Chest),Chest,Severe,Severe hearing loss localized to the chest.
SYM01328,Severe Clubbing Of Fingers (Joints),Joints,Severe,Severe clubbing of fingers localized to the joints.
SYM01329,Severe Blood in Stool (Upper Back),Upper Back,Severe,Severe blood in stool localized to the upper back.
SYM01330,Mild Painful Urination (Lower Back),Lower Back,Mild,Mild painful urination localized to the lower back.
SYM01331,Mild Dry Skin (Ears),Ears,Mild,Mild dry skin localized to the ears.
SYM01332,Moderate Heartburn (Abdomen),Abdomen,Moderate,Moderate heartburn localized to the abdomen.
SYM01333,Moderate Blood in Stool (Right Arm),Right Arm,Moderate,Moderate blood in stool localized to the right arm.
SYM01334,Severe Chills (Head),Head,Severe,Severe chills localized to the head.
SYM01335,Mild Rapid Heartbeat (Left Leg),Left Leg,Mild,Mild rapid heartbeat localized to the left leg.
SYM01336,Moderate Rash (Eyes),Eyes,Moderate,Moderate rash localized to the eyes.
SYM01337,Moderate Low Blood Pressure (Skin),Skin,Moderate,Moderate low blood pressure localized to the skin.
SYM01338,Mild Seizure (Left Leg),Left Leg,Mild,Mild seizure localized to the left leg.
SYM01339,Mild Slow Wound Healing (Head),Head,Mild,Mild slow wound healing localized to the head.
SYM01340,Severe Persistent Cough (Neck),Neck,Severe,Severe persistent cough localized to the neck.
SYM01341,Severe Night Sweats (Eyes),Eyes,Severe,Severe night sweats localized to the eyes.
SYM01342,Moderate Dry Skin (Head),Head,Moderate,Moderate dry skin localized to the head.
SYM01343,Mild Swelling (Lower Back),Lower Back,Mild,Mild swelling localized to the lower back.
SYM01344,Mild Chest Tightness (Abdomen),Abdomen,Mild,Mild chest tightness localized to the abdomen.
SYM01345,Moderate Muscle Weakness (Chest),Chest,Moderate,Moderate muscle weakness localized to the chest.
SYM01346,Moderate Brittle Nails (Whole Body),Whole Body,Moderate,Moderate brittle nails localized to the whole body.
SYM01347,Mild Chest Tightness (Ears),Ears,Mild,Mild chest tightness localized to the ears.
SYM01348,Moderate Slow Heartbeat (Head),Head,Moderate,Moderate slow heartbeat localized to the head.
SYM01349,Mild Muscle Ache (Upper Back),Upper Back,Mild,Mild muscle ache localized to the upper back.
SYM01350,Severe Abdominal Pain (Head),Head,Severe,Severe abdominal pain localized to the head.
SYM01351,Moderate Weight Loss (Joints),Joints,Moderate,Moderate weight loss localized to the joints.
SYM01352,Severe Irritability (Upper Back),Upper Back,Severe,Severe irritability localized to the upper back.
SYM01353,Severe Dizziness (Chest),Chest,Severe,Severe dizziness localized to the chest.
SYM01354,Severe Depression (Upper Back),Upper Back,Severe,Severe depression localized to the upper back.
SYM01355,Moderate Bloating (Joints),Joints,Moderate,Moderate bloating localized to the joints.
SYM01356,Moderate Vomiting (Right Leg),Right Leg,Moderate,Moderate vomiting localized to the right leg.
SYM01357,Moderate Chest Pain (Throat),Throat,Moderate,Moderate chest pain localized to the throat.
SYM01358,Mild Dry Skin (Lower Back),Lower Back,Mild,Mild dry skin localized to the lower back.
SYM01359,Severe Chills (Right Arm),Right Arm,Severe,Severe chills localized to the right arm.
SYM01360,Moderate Swollen Lymph Nodes (Left Leg),Left Leg,Moderate,Moderate swollen lymph nodes localized to the left leg.
SYM01361,Mild Hair Loss (Ears),Ears,Mild,Mild hair loss localized to the ears.
SYM01362,Severe Sensitivity To Light (Chest),Chest,Severe,Severe sensitivity to light localized to the chest.
SYM01363,Mild Toothache (Abdomen),Abdomen,Mild,Mild toothache localized to the abdomen.
SYM01364,Severe Dry Skin (Eyes),Eyes,Severe,Severe dry skin localized to the eyes.
SYM01365,Severe Excessive Hunger (Ears),Ears,Severe,Severe excessive hunger localized to the ears.
SYM01366,Mild Dizziness (Ears),Ears,Mild,Mild dizziness localized to the ears.
SYM01367,Severe Neck Stiffness (Left Arm),Left Arm,Severe,Severe neck stiffness localized to the left arm.
SYM01368,Moderate Swelling (Throat),Throat,Moderate,Moderate swelling localized to the throat.
SYM01369,Moderate Seizure (Chest),Chest,Moderate,Moderate seizure localized to the chest.
SYM01370,Mild Dizziness (Skin),Skin,Mild,Mild dizziness localized to the skin.
SYM01371,Moderate Blurred Vision (Neck),Neck,Moderate,Moderate blurred vision localized to the neck.
SYM01372,Mild Cough (Right Leg),Right Leg,Mild,Mild cough localized to the right leg.
SYM01373,Severe Testicular Pain (Left Leg),Left Leg,Severe,Severe testicular pain localized to the left leg.
SYM01374,Severe Slurred Speech (Right Arm),Right Arm,Severe,Severe slurred speech localized to the right arm.
SYM01375,Moderate Confusion (Upper Back),Upper Back,Moderate,Moderate confusion localized to the upper back.
SYM01376,Mild Mouth Ulcers (Right Leg),Right Leg,Mild,Mild mouth ulcers localized to the right leg.
SYM01377,Severe Excessive Hunger (Neck),Neck,Severe,Severe excessive hunger localized to the neck.
SYM01378,Mild Palpitations (Right Leg),Right Leg,Mild,Mild palpitations localized to the right leg.
SYM01379,Severe Confusion (Whole Body),Whole Body,Severe,Severe confusion localized to the whole body.
SYM01380,Severe Swollen Lymph Nodes (Ears),Ears,Severe,Severe swollen lymph nodes localized to the ears.
SYM01381,Severe Frequent Urination (Joints),Joints,Severe,Severe frequent urination localized to the joints.
SYM01382,Mild Heartburn (Right Leg),Right Leg,Mild,Mild heartburn localized to the right leg.
SYM01383,Moderate Clubbing Of Fingers (Throat),Throat,Moderate,Moderate clubbing of fingers localized to the throat.
SYM01384,Mild Swollen Ankles (Chest),Chest,Mild,Mild swollen ankles localized to the chest.
SYM01385,Severe Toothache (Whole Body),Whole Body,Severe,Severe toothache localized to the whole body.
SYM01386,Moderate Erectile Dysfunction (Abdomen),Abdomen,Moderate,Moderate erectile dysfunction localized to the abdomen.
SYM01387,Severe Seizure (Chest),Chest,Severe,Severe seizure localized to the chest.
SYM01388,Mild Diarrhea (Skin),Skin,Mild,Mild diarrhea localized to the skin.
SYM01389,Severe Ringing In Ears (Throat),Throat,Severe,Severe ringing in ears localized to the throat.
SYM01390,Mild Pelvic Pain (Throat),Throat,Mild,Mild pelvic pain localized to the throat.
SYM01391,Moderate Excessive Thirst (Left Leg),Left Leg,Moderate,Moderate excessive thirst localized to the left leg.
SYM01392,Mild Leg Cramps (Skin),Skin,Mild,Mild leg cramps localized to the skin.
SYM01393,Moderate Clubbing Of Fingers (Upper Back),Upper Back,Moderate,Moderate clubbing of fingers localized to the upper back.
SYM01394,Severe Headache (Left Arm),Left Arm,Severe,Severe headache localized to the left arm.
SYM01395,Mild Dry Skin (Abdomen),Abdomen,Mild,Mild dry skin localized to the abdomen.
SYM01396,Moderate Tingling (Lower Back),Lower Back,Moderate,Moderate tingling localized to the lower back.
SYM01397,Moderate Excessive Hunger (Left Arm),Left Arm,Moderate,Moderate excessive hunger localized to the left arm.
SYM01398,Severe Sensitivity To Light (Lower Back),Lower Back,Severe,Severe sensitivity to light localized to the lower back.
SYM01399,Mild Frequent Infections (Left Arm),Left Arm,Mild,Mild frequent infections localized to the left arm.
SYM01400,Mild Loss Of Balance (Eyes),Eyes,Mild,Mild loss of balance localized to the eyes.
SYM01401,Severe Heartburn (Whole Body),Whole Body,Severe,Severe heartburn localized to the whole body.
SYM01402,Mild Numbness (Eyes),Eyes,Mild,Mild numbness localized to the eyes.
SYM01403,Moderate Headache (Eyes),Eyes,Moderate,Moderate headache localized to the eyes.
SYM01404,Mild Dry Skin (Whole Body),Whole Body,Mild,Mild dry skin localized to the whole body.
SYM01405,Severe Constipation (Neck),Neck,Severe,Severe constipation localized to the neck.
SYM01406,Moderate Skin Discoloration (Right Leg),Right Leg,Moderate,Moderate skin discoloration localized to the right leg.
SYM01407,Severe Joint Pain (Upper Back),Upper Back,Severe,Severe joint pain localized to the upper back.
SYM01408,Mild Night Sweats (Throat),Throat,Mild,Mild night sweats localized to the throat.
SYM01409,Mild Tremor (Ears),Ears,Mild,Mild tremor localized to the ears.
SYM01410,Severe Excessive Thirst (Right Leg),Right Leg,Severe,Severe excessive thirst localized to the right leg.
SYM01411,Moderate Cold Hands And Feet (Right Leg),Right Leg,Moderate,Moderate cold hands and feet localized to the right leg.
SYM01412,Severe Uncontrolled Movements (Chest),Chest,Severe,Severe uncontrolled movements localized to the chest.
SYM01413,Moderate Tremor (Eyes),Eyes,Moderate,Moderate tremor localized to the eyes.
SYM01414,Severe Constipation (Head),Head,Severe,Severe constipation localized to the head.
SYM01415,Mild Sweating (Chest),Chest,Mild,Mild sweating localized to the chest.
SYM01416,Mild Facial Drooping (Abdomen),Abdomen,Mild,Mild facial drooping localized to the abdomen.
SYM01417,Severe Pelvic Pain (Whole Body),Whole Body,Severe,Severe pelvic pain localized to the whole body.
SYM01418,Mild Depression (Ears),Ears,Mild,Mild depression localized to the ears.
SYM01419,Moderate Pelvic Pain (Head),Head,Moderate,Moderate pelvic pain localized to the head.
SYM01420,Severe Fever (Left Leg),Left Leg,Severe,Severe fever localized to the left leg.
SYM01421,Mild Ringing In Ears (Left Arm),Left Arm,Mild,Mild ringing in ears localized to the left arm.
SYM01422,Mild Sensitivity To Light (Upper Back),Upper Back,Mild,Mild sensitivity to light localized to the upper back.
SYM01423,Severe Clubbing Of Fingers (Eyes),Eyes,Severe,Severe clubbing of fingers localized to the eyes.
SYM01424,Mild Dry Skin (Throat),Throat,Mild,Mild dry skin localized to the throat.
SYM01425,Severe Red Eyes (Ears),Ears,Severe,Severe red eyes localized to the ears.
SYM01426,Mild Irregular Periods (Chest),Chest,Mild,Mild irregular periods localized to the chest.
SYM01427,Severe Hearing Loss (Eyes),Eyes,Severe,Severe hearing loss localized to the eyes.
SYM01428,Severe Frequent Infections (Neck),Neck,Severe,Severe frequent infections localized to the neck.
SYM01429,Moderate Weight Loss (Left Arm),Left Arm,Moderate,Moderate weight loss localized to the left arm.
SYM01430,Moderate Frequent Urination (Head),Head,Moderate,Moderate frequent urination localized to the head.
SYM01431,Moderate Insomnia (Ears),Ears,Moderate,Moderate insomnia localized to the ears.
SYM01432,Severe Fatigue (Throat),Throat,Severe,Severe fatigue localized to the throat.
SYM01433,Mild Watery Eyes (Abdomen),Abdomen,Mild,Mild watery eyes localized to the abdomen.
SYM01434,Mild Red Eyes (Abdomen),Abdomen,Mild,Mild red eyes localized to the abdomen.
SYM01435,Severe Low Blood Pressure (Whole Body),Whole Body,Severe,Severe low blood pressure localized to the whole body.
SYM01436,Mild Loss Of Smell (Right Arm),Right Arm,Mild,Mild loss of smell localized to the right arm.
SYM01437,Mild Excessive Sleepiness (Lower Back),Lower Back,Mild,Mild excessive sleepiness localized to the lower back.
SYM01438,Mild Headache (Joints),Joints,Mild,Mild headache localized to the joints.
SYM01439,Severe Erectile Dysfunction (Left Leg),Left Leg,Severe,Severe erectile dysfunction localized to the left leg.
SYM01440,Mild Swollen Ankles (Throat),Throat,Mild,Mild swollen ankles localized to the throat.
SYM01441,Mild Swollen Lymph Nodes (Chest),Chest,Mild,Mild swollen lymph nodes localized to the chest.
SYM01442,Mild Gas (Left Arm),Left Arm,Mild,Mild gas localized to the left arm.
SYM01443,Severe Itching (Throat),Throat,Severe,Severe itching localized to the throat.
SYM01444,Mild Muscle Ache (Whole Body),Whole Body,Mild,Mild muscle ache localized to the whole body.
SYM01445,Mild Red Eyes (Left Leg),Left Leg,Mild,Mild red eyes localized to the left leg.
SYM01446,Moderate Painful Intercourse (Joints),Joints,Moderate,Moderate painful intercourse localized to the joints.
SYM01447,Moderate Difficulty Walking (Joints),Joints,Moderate,Moderate difficulty walking localized to the joints.
SYM01448,Mild Chills (Joints),Joints,Mild,Mild chills localized to the joints.
SYM01449,Mild Gas (Throat),Throat,Mild,Mild gas localized to the throat.
SYM01450,Severe Frequent Infections (Left Leg),Left Leg,Severe,Severe frequent infections localized to the left leg.
SYM01451,Moderate Difficulty Walking (Upper Back),Upper Back,Moderate,Moderate difficulty walking localized to the upper back.
SYM01452,Mild Frequent Infections (Skin),Skin,Mild,Mild frequent infections localized to the skin.
SYM01453,Mild Swollen Ankles (Abdomen),Abdomen,Mild,Mild swollen ankles localized to the abdomen.
SYM01454,Severe Neck Stiffness (Eyes),Eyes,Severe,Severe neck stiffness localized to the eyes.
SYM01455,Mild Tingling (Left Leg),Left Leg,Mild,Mild tingling localized to the left leg.
SYM01456,Mild Sweating (Skin),Skin,Mild,Mild sweating localized to the skin.
SYM01457,Severe Hoarseness (Whole Body),Whole Body,Severe,Severe hoarseness localized to the whole body.
SYM01458,Severe Slow Heartbeat (Skin),Skin,Severe,Severe slow heartbeat localized to the skin.
SYM01459,Moderate Dry Skin (Upper Back),Upper Back,Moderate,Moderate dry skin localized to the upper back.
SYM01460,Moderate Toothache (Right Arm),Right Arm,Moderate,Moderate toothache localized to the right arm.
SYM01461,Moderate Dizziness (Eyes),Eyes,Moderate,Moderate dizziness localized to the eyes.
SYM01462,Moderate Uncontrolled Movements (Whole Body),Whole Body,Moderate,Moderate uncontrolled movements localized to the whole body.
SYM01463,Mild Difficulty Breathing (Left Arm),Left Arm,Mild,Mild difficulty breathing localized to the left arm.
SYM01464,Mild Insomnia (Neck),Neck,Mild,Mild insomnia localized to the neck.
SYM01465,Moderate Loss Of Taste (Skin),Skin,Moderate,Moderate loss of taste localized to the skin.
SYM01466,Mild Slow Wound Healing (Right Arm),Right Arm,Mild,Mild slow wound healing localized to the right arm.
SYM01467,Mild Headache (Neck),Neck,Mild,Mild headache localized to the neck.
SYM01468,Mild Cough (Eyes),Eyes,Mild,Mild cough localized to the eyes.
SYM01469,Mild Vomiting (Lower Back),Lower Back,Mild,Mild vomiting localized to the lower back.
SYM01470,Moderate Erectile Dysfunction (Joints),Joints,Moderate,Moderate erectile dysfunction localized to the joints.
SYM01471,Moderate Fever (Neck),Neck,Moderate,Moderate fever localized to the neck.
SYM01472,Severe Swollen Ankles (Head),Head,Severe,Severe swollen ankles localized to the head.
SYM01473,Severe Watery Eyes (Head),Head,Severe,Severe watery eyes localized to the head.
SYM01474,Moderate Fever (Eyes),Eyes,Moderate,Moderate fever localized to the eyes.
SYM01475,Severe Low Blood Pressure (Skin),Skin,Severe,Severe low blood pressure localized to the skin.
SYM01476,Severe Depression (Throat),Throat,Severe,Severe depression localized to the throat.
SYM01477,Severe Difficulty Swallowing (Whole Body),Whole Body,Severe,Severe difficulty swallowing localized to the whole body.
SYM01478,Severe Painful Urination (Joints),Joints,Severe,Severe painful urination localized to the joints.
SYM01479,Severe Pelvic Pain (Abdomen),Abdomen,Severe,Severe pelvic pain localized to the abdomen.
SYM01480,Mild Dizziness (Whole Body),Whole Body,Mild,Mild dizziness localized to the whole body.
SYM01481,Mild Ear Pain (Upper Back),Upper Back,Mild,Mild ear pain localized to the upper back.
